      24.0     18.888055      1.818739  -.1379181491E+00  -.7256132763E-01  -.5576223775E-02  0.3836422577E-02  0.2552314312E-02
      25.0     18.896522      1.901409  -.1374683421E+00  -.7227115103E-01  -.5624808313E-02  0.3899179166E-02  0.2507406869E-02
      26.0     18.904989      1.984079  -.1369977715E+00  -.7197819951E-01  -.5670101906E-02  0.3969386918E-02  0.2472336346E-02
      27.0     18.913457      2.066749  -.1365058251E+00  -.7168140323E-01  -.5714304978E-02  0.4059130675E-02  0.2448915271E-02
      28.0     19.045514      4.122328  -.1168427605E+00  -.6482637900E-01  -.5120255984E-02  0.3255122690E-02  0.2256750129E-02
      29.0     18.927073      2.231624  -.1354428916E+00  -.7106211392E-01  -.5768938689E-02  0.4111773334E-02  0.2355992474E-02
      30.0     18.932223      2.313828  -.1348723409E+00  -.7075194875E-01  -.5779092666E-02  0.4069750779E-02  0.2323440975E-02
      31.0     18.937373      2.396033  -.1342800806E+00  -.7044565177E-01  -.5787397153E-02  0.4047404276E-02  0.2297320723E-02
      32.0     18.942522      2.478237  -.1336660274E+00  -.7014216008E-01  -.5792700453E-02  0.4033115460E-02  0.2277312364E-02
      33.0     18.947672      2.560442  -.1330300832E+00  -.6984115833E-01  -.5794978119E-02  0.4020689637E-02  0.2262530761E-02
      34.0     18.952821      2.642646  -.1323721263E+00  -.6954261359E-01  -.5793596269E-02  0.4007654265E-02  0.2251769707E-02
      35.0     18.957971      2.724851  -.1316921365E+00  -.6924662408E-01  -.5788712413E-02  0.3992840415E-02  0.2244179253E-02
      36.0     18.963121      2.807055  -.1309900669E+00  -.6895335328E-01  -.5780006992E-02  0.3975633881E-02  0.2239257534E-02
      37.0     18.968270      2.889260  -.1302659366E+00  -.6866300288E-01  -.5767569412E-02  0.3955683438E-02  0.2236440458E-02
      38.0     18.973420      2.971465  -.1295197685E+00  -.6837579561E-01  -.5751267367E-02  0.3932775930E-02  0.2235354128E-02
      39.0     18.978569      3.053669  -.1287516293E+00  -.6809196897E-01  -.5731135316E-02  0.3906771191E-02  0.2235567197E-02
      40.0     18.983719      3.135874  -.1279616090E+00  -.6781176900E-01  -.5707109347E-02  0.3877611714E-02  0.2236643719E-02
      41.0     18.988869      3.218078  -.1271498452E+00  -.6753544266E-01  -.5679297145E-02  0.3845304193E-02  0.2238292043E-02
      42.0     18.994018      3.300283  -.1263164813E+00  -.6726323461E-01  -.5647686659E-02  0.3809827031E-02  0.2240444446E-02
      43.0     18.999168      3.382487  -.1254616733E+00  -.6699539493E-01  -.5612231151E-02  0.3771106305E-02  0.2242926479E-02
      44.0     19.004317      3.464692  -.1245856052E+00  -.6673217964E-01  -.5572926195E-02  0.3729103599E-02  0.2245398267E-02
      45.0     19.009467      3.546896  -.1236885024E+00  -.6647384428E-01  -.5529797112E-02  0.3683793824E-02  0.2247680270E-02
      46.0     19.014617      3.629101  -.1227705966E+00  -.6622064787E-01  -.5482814915E-02  0.3635096771E-02  0.2249671787E-02
      47.0     19.019766      3.711305  -.1218321527E+00  -.6597285768E-01  -.5431862432E-02  0.3582885489E-02  0.2251321101E-02
      48.0     19.024916      3.793510  -.1208734454E+00  -.6573075138E-01  -.5377065856E-02  0.3526950080E-02  0.2252574370E-02
      49.0     19.030066      3.875714  -.1198947864E+00  -.6549462844E-01  -.5318282172E-02  0.3466829949E-02  0.2253363753E-02
      50.0     19.035215      3.957919  -.1188964993E+00  -.6526483982E-01  -.5255428434E-02  0.3401376714E-02  0.2253450744E-02
      51.0     19.040365      4.040124  -.1178790005E+00  -.6504186962E-01  -.5188303883E-02  0.3328763065E-02  0.2252332197E-02
      52.0     19.159240      5.702308  -.9390579628E-01  -.6231684159E-01  -.3256626136E-02  0.1620731899E-02  0.2078012127E-02
      53.0     19.051500      4.205485  -.1157789157E+00  -.6462378620E-01  -.5045322760E-02  0.3193450917E-02  0.2258498716E-02
      54.0     19.057485      4.288642  -.1146964124E+00  -.6442708078E-01  -.4970279697E-02  0.3133456456E-02  0.2258852764E-02
      55.0     19.063471      4.371799  -.1135956045E+00  -.6423704382E-01  -.4891020420E-02  0.3065513854E-02  0.2258770604E-02
      56.0     19.069456      4.454955  -.1124769106E+00  -.6405417582E-01  -.4808112048E-02  0.2992120688E-02  0.2258034219E-02
      57.0     19.075442      4.538112  -.1113407771E+00  -.6387882522E-01  -.4721725825E-02  0.2914642741E-02  0.2256744570E-02
      58.0     19.081428      4.621269  -.1101876825E+00  -.6371125999E-01  -.4632188648E-02  0.2833757899E-02  0.2254997875E-02
      59.0     19.087413      4.704426  -.1090181047E+00  -.6355171270E-01  -.4539641668E-02  0.2749812091E-02  0.2252850449E-02
      60.0     19.093399      4.787583  -.1078325504E+00  -.6340039117E-01  -.4444292979E-02  0.2663050953E-02  0.2250165126E-02
      61.0     19.099384      4.870739  -.1066315486E+00  -.6325748528E-01  -.4346324597E-02  0.2573673031E-02  0.2246781136E-02
      62.0     19.105370      4.953896  -.1054156559E+00  -.6312316834E-01  -.4245903110E-02  0.2481882810E-02  0.2242401388E-02
      63.0     19.111355      5.037053  -.1041854615E+00  -.6299759556E-01  -.4143282189E-02  0.2387867076E-02  0.2236838744E-02
      64.0     19.117341      5.120210  -.1029415613E+00  -.6288090885E-01  -.4038559971E-02  0.2291786193E-02  0.2229950391E-02
      65.0     19.123326      5.203367  -.1016845667E+00  -.6277323691E-01  -.3931897867E-02  0.2193599124E-02  0.2221144154E-02
      66.0     19.129312      5.286524  -.1004151596E+00  -.6267472952E-01  -.3823455248E-02  0.2095594013E-02  0.2209835278E-02
      67.0     19.135297      5.369680  -.9913412754E-01  -.6258512927E-01  -.3713955288E-02  0.1995624072E-02  0.2193740191E-02
      68.0     19.141283      5.452837  -.9784189374E-01  -.6250498952E-01  -.3602945653E-02  0.1894209126E-02  0.2175834466E-02
      69.0     19.147268      5.535994  -.9653942307E-01  -.6243391710E-01  -.3489493974E-02  0.1797171019E-02  0.2154071321E-02
      70.0     19.153254      5.619151  -.9522720177E-01  -.6237151135E-01  -.3376732988E-02  0.1707317453E-02  0.2135766787E-02
      71.0     19.183833      6.999439  -.7279489647E-01  -.6192017083E-01  -.1283560690E-02  -.4751033775E-03  0.1301075230E-02
      72.0     19.160777      5.783378  -.9259890410E-01  -.6221104754E-01  -.3147920477E-02  0.1495350036E-02  0.2051842894E-02
      73.0     19.162314      5.864449  -.9128657073E-01  -.6211788590E-01  -.3025310667E-02  0.1347638114E-02  0.2032146644E-02
      74.0     19.163851      5.945520  -.8996926173E-01  -.6203632570E-01  -.2904979483E-02  0.1211531868E-02  0.2008765208E-02
      75.0     19.165388      6.026591  -.8864791090E-01  -.6196546835E-01  -.2784166601E-02  0.1082877978E-02  0.1980777728E-02
      76.0     19.166925      6.107661  -.8732333031E-01  -.6190498513E-01  -.2663221618E-02  0.9572051204E-03  0.1949014346E-02
      77.0     19.168462      6.188732  -.8599636846E-01  -.6185470154E-01  -.2541939350E-02  0.8329618140E-03  0.1913298795E-02
      78.0     19.169999      6.269803  -.8466788832E-01  -.6181453997E-01  -.2420209843E-02  0.7092040323E-03  0.1873438479E-02
      79.0     19.171536      6.350873  -.8333877427E-01  -.6178447889E-01  -.2297958417E-02  0.5853463663E-03  0.1829254834E-02
      80.0     19.173073      6.431944  -.8200992814E-01  -.6176453542E-01  -.2175124595E-02  0.4609355965E-03  0.1780566803E-02
      81.0     19.174610      6.513015  -.8068227524E-01  -.6175476129E-01  -.2051570045E-02  0.3355636145E-03  0.1727198280E-02
      82.0     19.176147      6.594086  -.7935674246E-01  -.6175523985E-01  -.1927234844E-02  0.2085579727E-03  0.1668999961E-02
      83.0     19.177684      6.675156  -.7803435433E-01  -.6176613044E-01  -.1801970153E-02  0.8106031713E-04  0.1605807629E-02
      84.0     19.179221      6.756227  -.7671598934E-01  -.6178733310E-01  -.1674443614E-02  -.4968087609E-04  0.1535446252E-02
      85.0     19.180758      6.837298  -.7540253087E-01  -.6181946267E-01  -.1546502404E-02  -.1900400621E-03  0.1463668203E-02
      86.0     19.182295      6.918368  -.7409521411E-01  -.6186342432E-01  -.1417856794E-02  -.3420183129E-03  0.1393670434E-02
      87.0     19.098848      8.681422  -.4956732737E-01  -.6327504631E-01  0.6022386442E-03  -.2087119210E-02  -.2326176735E-02
      88.0     19.179583      7.083538  -.7145059210E-01  -.6190226495E-01  -.1170169104E-02  -.5826697015E-03  0.1238966943E-02
      89.0     19.175334      7.167637  -.7011821568E-01  -.6189398144E-01  -.1050321574E-02  -.6991358969E-03  0.1159649561E-02
      90.0     19.171085      7.251737  -.6879869923E-01  -.6189617090E-01  -.9300718229E-03  -.8202978061E-03  0.1067846984E-02
      91.0     19.166836      7.335836  -.6749321978E-01  -.6190879489E-01  -.8098056678E-03  -.9402904689E-03  0.9670083818E-03
      92.0     19.162586      7.419935  -.6620298199E-01  -.6193173968E-01  -.6910701304E-03  -.1058327034E-02  0.8561196591E-03
      93.0     19.158337      7.504034  -.6492922665E-01  -.6196482689E-01  -.5741647055E-03  -.1173794823E-02  0.7352938337E-03
      94.0     19.154088      7.588133  -.6367322686E-01  -.6200784609E-01  -.4594734064E-03  -.1286287472E-02  0.6043019603E-03
      95.0     19.149839      7.672232  -.6243628224E-01  -.6206055181E-01  -.3473849156E-03  -.1395370113E-02  0.4628020906E-03
      96.0     19.145590      7.756331  -.6121972062E-01  -.6212266053E-01  -.2382829589E-03  -.1500533021E-02  0.3103032050E-03
      97.0     19.141340      7.840431  -.6002489527E-01  -.6219383975E-01  -.1326680067E-03  -.1601202413E-02  0.1463541885E-03
      98.0     19.137091      7.924530  -.5885315609E-01  -.6227370695E-01  -.3092078987E-04  -.1696749037E-02  -.2958259938E-04
      99.0     19.132842      8.008629  -.5770587955E-01  -.6236182054E-01  0.6638545892E-04  -.1786429813E-02  -.2181194941E-03
     100.0     19.128593      8.092728  -.5658442404E-01  -.6245766849E-01  0.1587343831E-03  -.1869408763E-02  -.4196211535E-03
     101.0     19.124343      8.176827  -.5549011997E-01  -.6256066325E-01  0.2455765480E-03  -.1944783522E-02  -.6350092572E-03
     102.0     19.120094      8.260926  -.5442433053E-01  -.6267013412E-01  0.3260870844E-03  -.2011555072E-02  -.8665138485E-03
     103.0     19.115845      8.345026  -.5338835695E-01  -.6278530512E-01  0.4008716678E-03  -.2067737340E-02  -.1118563120E-02
     104.0     19.111596      8.429125  -.5238354828E-01  -.6290513258E-01  0.4674053453E-03  -.2109968686E-02  -.1384997386E-02
     105.0     19.107347      8.513224  -.5141115083E-01  -.6302832625E-01  0.5245488283E-03  -.2132136375E-02  -.1671592352E-02
     106.0     19.103097      8.597323  -.5047217992E-01  -.6315274866E-01  0.5693625571E-03  -.2122498699E-02  -.1982663933E-02
     107.0     19.113781     10.481343  -.3624637801E-01  -.6506529496E-01  -.2714053204E-02  0.1419900800E-02  -.3549297624E-02
     108.0     19.099527      8.763237  -.4871752354E-01  -.6345289399E-01  0.6445313556E-03  -.2104750543E-02  -.2600491818E-02
     109.0     19.100206      8.845051  -.4790172954E-01  -.6363672882E-01  0.6858214329E-03  -.2158228890E-02  -.2895362646E-02
     110.0     19.100884      8.926866  -.4712164785E-01  -.6382320581E-01  0.7115245098E-03  -.2176021168E-02  -.3206011170E-02
     111.0     19.101563      9.008681  -.4637816242E-01  -.6400977351E-01  0.7240453124E-03  -.2166271792E-02  -.3525963315E-02
     112.0     19.102242      9.090495  -.4567187112E-01  -.6419447723E-01  0.7223779830E-03  -.2133004600E-02  -.3853099217E-02
     113.0     19.102921      9.172310  -.4500313383E-01  -.6437542543E-01  0.7056082832E-03  -.2076315344E-02  -.4185086465E-02
     114.0     19.103599      9.254124  -.4437194415E-01  -.6455068093E-01  0.6726001593E-03  -.1995195140E-02  -.4518704605E-02
     115.0     19.104278      9.335939  -.4377785630E-01  -.6471818945E-01  0.6220641953E-03  -.1887972408E-02  -.4849880119E-02
     116.0     19.104957      9.417754  -.4321986626E-01  -.6487574304E-01  0.5526070527E-03  -.1752594661E-02  -.5173399753E-02
     117.0     19.105636      9.499568  -.4269627026E-01  -.6502095494E-01  0.4625804577E-03  -.1586820727E-02  -.5482085457E-02
     118.0     19.106314      9.581383  -.4220440324E-01  -.6515125457E-01  0.3505535497E-03  -.1388568809E-02  -.5766319751E-02
     119.0     19.106993      9.663197  -.4174039537E-01  -.6526391942E-01  0.2152339748E-03  -.1156253857E-02  -.6013733393E-02
     120.0     19.107672      9.745012  -.4129884529E-01  -.6535612549E-01  0.5578477248E-04  -.8892605692E-03  -.6208700011E-02
     121.0     19.108351      9.826827  -.4087245613E-01  -.6542505682E-01  -.1283097117E-03  -.5888912856E-03  -.6332385121E-02
     122.0     19.109029      9.908641  -.4045169330E-01  -.6546811122E-01  -.3355713852E-03  -.2581838698E-03  -.6361920154E-02
     123.0     19.109708      9.990456  -.4002412009E-01  -.6548298068E-01  -.5604803955E-03  0.8835050176E-04  -.6269075035E-02
     124.0     19.110387     10.072270  -.3957475921E-01  -.6546943354E-01  -.7970369770E-03  0.4410727997E-03  -.6014967512E-02
     125.0     19.111066     10.154085  -.3908451461E-01  -.6542675657E-01  -.1036157322E-02  0.7815131539E-03  -.5587246153E-02
     126.0     19.111744     10.235899  -.3853159077E-01  -.6535776726E-01  -.1266012507E-02  0.1065500241E-02  -.4985349980E-02
     127.0     19.112423     10.317714  -.3789340833E-01  -.6526904883E-01  -.1486236288E-02  0.1243575854E-02  -.4242037103E-02
     128.0     19.113102     10.399529  -.3715065797E-01  -.6517163550E-01  -.1713190461E-02  0.1356208842E-02  -.3279207864E-02
     129.0     20.422139     10.481343  -.4096526820E-01  -.7870703900E-01  -.9824380279E-02  -.6017498090E-03  -.1835567132E-01
     130.0     19.195553     10.481343  -.3638960083E-01  -.6598093875E-01  -.1671395439E-02  0.7889044646E-03  -.7951204316E-04
     131.0     19.277326     10.481343  -.3651967609E-01  -.6678218124E-01  -.1553598617E-02  0.8264199423E-03  0.1692122023E-03
     132.0     19.359098     10.481343  -.3664371007E-01  -.6757746357E-01  -.1523803861E-02  0.8556963294E-03  -.9434961612E-04
     133.0     19.440870     10.481343  -.3676889763E-01  -.6838273774E-01  -.1589078689E-02  0.9337635420E-03  -.3326680089E-03
     134.0     19.522643     10.481343  -.3690361207E-01  -.6920344141E-01  -.1742808148E-02  0.1039430732E-02  -.5457548687E-03
     135.0     19.604415     10.481343  -.3705392488E-01  -.7003914984E-01  -.1966542332E-02  0.1175355283E-02  -.7296363765E-03
     136.0     19.686188     10.481343  -.3722522988E-01  -.7088708677E-01  -.2253077459E-02  0.1338682720E-02  -.8982963336E-03
     137.0     19.767960     10.481343  -.3742240402E-01  -.7174326028E-01  -.2599411178E-02  0.1529841335E-02  -.1065401477E-02
     138.0     19.849732     10.481343  -.3765035012E-01  -.7260294041E-01  -.3008479835E-02  0.1750061172E-02  -.1247595472E-02
     139.0     19.931505     10.481343  -.3791442533E-01  -.7346095874E-01  -.3490747651E-02  0.2001213608E-02  -.1466523448E-02
     140.0     20.013277     10.481343  -.3822124382E-01  -.7431169052E-01  -.4065210815E-02  0.2292243065E-02  -.1762719883E-02
     141.0     20.095050     10.481343  -.3857926952E-01  -.7514988909E-01  -.4781286232E-02  0.2614650759E-02  -.2187039587E-02
     142.0     20.176822     10.481343  -.3900323718E-01  -.7596792270E-01  -.5695885047E-02  0.3013603739E-02  -.2988271066E-02
     143.0     20.258594     10.481343  -.3951085168E-01  -.7677160123E-01  -.7086200174E-02  0.3325394238E-02  -.4130694084E-02
     144.0     20.340367     10.481343  -.4016213210E-01  -.7751550228E-01  -.8894649334E-02  0.4496470559E-02  -.9545551147E-02
     145.0     20.422139     -0.000000  -.1466576434E+00  -.7883393950E-01  -.1937521272E-02  0.5775530008E-03  0.3109459532E-02
     146.0     20.422139     10.396816  -.4064604100E-01  -.7865655280E-01  -.3564015147E-02  -.5522721331E-03  -.1261564251E-01
     147.0     20.422139     10.312289  -.4040945020E-01  -.7861393010E-01  -.2109269146E-02  -.4590339959E-03  -.9903624188E-02
     148.0     20.422139     10.227762  -.4025318500E-01  -.7857882700E-01  -.1128135365E-02  -.3728106240E-03  -.8339587599E-02
     149.0     20.422139     10.143235  -.4017495960E-01  -.7855090500E-01  -.5493617500E-03  -.2898223174E-03  -.7300699363E-02
     150.0     20.422139     10.058708  -.4017251270E-01  -.7852983140E-01  -.1564118866E-03  -.2107357213E-03  -.6539150141E-02
     151.0     20.422139      9.974182  -.4024360650E-01  -.7851527930E-01  0.1090755686E-03  -.1354863562E-03  -.5935593741E-02
     152.0     20.422139      9.889655  -.4038603080E-01  -.7850692690E-01  0.2891277836E-03  -.6400679558E-04  -.5427749828E-02
     153.0     20.422139      9.805128  -.4059759820E-01  -.7850445870E-01  0.4076724290E-03  0.3772760465E-05  -.4980014404E-02
     154.0     20.422139      9.720601  -.4087614600E-01  -.7850756470E-01  0.4810988030E-03  0.6791679152E-04  -.4571597092E-02
     155.0     20.422139      9.636074  -.4121953660E-01  -.7851594030E-01  0.5208649673E-03  0.1284921418E-03  -.4189980449E-02
     156.0     20.422139      9.551547  -.4162565700E-01  -.7852928680E-01  0.5353585002E-03  0.1855668306E-03  -.3827731474E-02
     157.0     20.422139      9.467020  -.4209241860E-01  -.7854731110E-01  0.5309039261E-03  0.2392082897E-03  -.3480568877E-02
     158.0     20.422139      9.382493  -.4261775790E-01  -.7856972590E-01  0.5120159476E-03  0.2894821810E-03  -.3146176459E-02
     159.0     20.422139      9.297966  -.4319963580E-01  -.7859624920E-01  0.4823483177E-03  0.3364559525E-03  -.2823394258E-02
     160.0     20.422139      9.213439  -.4383603820E-01  -.7862660510E-01  0.4445944214E-03  0.3801970306E-03  -.2511895378E-02
     161.0     20.422139      9.128912  -.4452497530E-01  -.7866052300E-01  0.4007711541E-03  0.4207716556E-03  -.2211756830E-02
     162.0     20.422139      9.044385  -.4526448230E-01  -.7869773820E-01  0.3524209314E-03  0.4582478578E-03  -.1923271629E-02
     163.0     20.422139      8.959858  -.4605261900E-01  -.7873799160E-01  0.3006614861E-03  0.4926919064E-03  -.1646790013E-02
     164.0     20.422139      8.875331  -.4688746980E-01  -.7878102970E-01  0.2463499841E-03  0.5241700273E-03  -.1382632123E-02
     165.0     20.422139      8.790804  -.4776714410E-01  -.7882660460E-01  0.1900438219E-03  0.5527508329E-03  -.1130993769E-02
     166.0     20.422139      8.706277  -.4868977560E-01  -.7887447440E-01  0.1321831369E-03  0.5785006215E-03  -.8918968961E-03
     167.0     20.422139      8.621750  -.4965352300E-01  -.7892440240E-01  0.7331024244E-04  0.6014850223E-03  -.6652732263E-03
     168.0     20.422139      8.537223  -.5065656940E-01  -.7897615780E-01  0.1391638125E-04  0.6217737973E-03  -.4511126317E-03
     169.0     20.422139      8.452696  -.5169712300E-01  -.7902951570E-01  -.4573810656E-04  0.6394320517E-03  -.2493941138E-03
     170.0     20.422139      8.368169  -.5277341630E-01  -.7908425630E-01  -.1055854082E-03  0.6545266660E-03  -.5993162631E-04
     171.0     20.422139      8.283642  -.5388370680E-01  -.7914016600E-01  -.1655266096E-03  0.6671255978E-03  0.1176560436E-03
     172.0     20.422139      8.199115  -.5502627650E-01  -.7919703650E-01  -.2252464037E-03  0.6772951165E-03  0.2837925385E-03
     173.0     20.422139      8.114588  -.5619943200E-01  -.7925466540E-01  -.2845033887E-03  0.6851026847E-03  0.4388494272E-03
     174.0     20.422139      8.030061  -.5740150500E-01  -.7931285580E-01  -.3428788914E-03  0.6906151248E-03  0.5830779992E-03
     175.0     20.422139      7.945534  -.5863085150E-01  -.7937141660E-01  -.4002276983E-03  0.6938992883E-03  0.7165995194E-03
     176.0     20.422139      7.861007  -.5988585240E-01  -.7943016220E-01  -.4565466952E-03  0.6950178649E-03  0.8395092445E-03
     177.0     20.422139      7.776481  -.6116489790E-01  -.7948891210E-01  -.5117980181E-03  0.6940465828E-03  0.9522637702E-03
     178.0     20.422139      7.691954  -.6246644860E-01  -.7954749350E-01  -.5661233445E-03  0.6910516822E-03  0.1055224304E-02
     179.0     20.422139      7.607427  -.6378894440E-01  -.7960573710E-01  -.6194174639E-03  0.6860929134E-03  0.1148679759E-02
     180.0     20.422139      7.522900  -.6513086490E-01  -.7966348020E-01  -.6715485360E-03  0.6792412605E-03  0.1233102987E-02
     181.0     20.422139      7.438373  -.6649071440E-01  -.7972056550E-01  -.7225633599E-03  0.6705623819E-03  0.1308893028E-02
     182.0     20.422139      7.353846  -.6786702190E-01  -.7977684140E-01  -.7723211893E-03  0.6601248751E-03  0.1376434288E-02
     183.0     20.422139      7.269319  -.6925834120E-01  -.7983216220E-01  -.8207611390E-03  0.6479950098E-03  0.1436029386E-02
     184.0     20.422139      7.184792  -.7066325070E-01  -.7988638750E-01  -.8679080056E-03  0.6342396373E-03  0.1487975067E-02
     185.0     20.422139      7.100265  -.7208035340E-01  -.7993938290E-01  -.9138069581E-03  0.6189267733E-03  0.1532591472E-02
     186.0     20.422139      7.015738  -.7350827720E-01  -.7999101950E-01  -.9584947838E-03  0.6021214940E-03  0.1570219581E-02
     187.0     20.422139      6.931211  -.7494567450E-01  -.8004117390E-01  -.1002051868E-02  0.5838918150E-03  0.1601223194E-02
     188.0     20.422139      6.846684  -.7639122250E-01  -.8008972870E-01  -.1044556382E-02  0.5643057521E-03  0.1626003941E-02
     189.0     20.422139      6.762157  -.7784362320E-01  -.8013657200E-01  -.1086077304E-02  0.5434289633E-03  0.1644991047E-02
     190.0     20.422139      6.677630  -.7930160300E-01  -.8018159750E-01  -.1126657357E-02  0.5213283293E-03  0.1658631430E-02
     191.0     20.422139      6.593103  -.8076391330E-01  -.8022470460E-01  -.1166329952E-02  0.4980718513E-03  0.1667370321E-02
     192.0     20.422139      6.508576  -.8222933000E-01  -.8026579850E-01  -.1205093111E-02  0.4737257696E-03  0.1671633509E-02
     193.0     20.422139      6.424049  -.8369665380E-01  -.8030478980E-01  -.1242940081E-02  0.4483569355E-03  0.1671816921E-02
     194.0     20.422139      6.339522  -.8516471010E-01  -.8034159500E-01  -.1279865042E-02  0.4220333794E-03  0.1668276847E-02
     195.0     20.422139      6.254995  -.8663234880E-01  -.8037613620E-01  -.1315858448E-02  0.3948213562E-03  0.1661337446E-02
     196.0     20.422139      6.170468  -.8809844480E-01  -.8040834110E-01  -.1350917388E-02  0.3667871060E-03  0.1651284634E-02
     197.0     20.422139      6.085941  -.8956189760E-01  -.8043814300E-01  -.1385056647E-02  0.3379992559E-03  0.1638369227E-02
     198.0     20.422139      6.001414  -.9102163110E-01  -.8046548120E-01  -.1418323489E-02  0.3085240460E-03  0.1622822077E-02
     199.0     20.422139      5.916887  -.9247659430E-01  -.8049030020E-01  -.1450808020E-02  0.2784271346E-03  0.1604893245E-02
     200.0     20.422139      5.832360  -.9392576080E-01  -.8051255040E-01  -.1482631662E-02  0.2477777452E-03  0.1584866142E-02
     201.0     20.422139      5.747833  -.9536812860E-01  -.8053218800E-01  -.1513943193E-02  0.2166421182E-03  0.1563092228E-02
     202.0     20.422139      5.663306  -.9680272090E-01  -.8054917460E-01  -.1544850413E-02  0.1850859117E-03  0.1540005032E-02
     203.0     20.422139      5.578779  -.9822858510E-01  -.8056347750E-01  -.1575437142E-02  0.1531771632E-03  0.1515971147E-02
     204.0     20.422139      5.494253  -.9964477690E-01  -.8057506980E-01  -.1605529920E-02  0.1209838847E-03  0.1491611707E-02
     205.0     20.422139      5.409726  -.1010504268E+00  -.8058393030E-01  -.1635300112E-02  0.8857292050E-04  0.1467315655E-02
     206.0     20.422139      5.325199  -.1024446397E+00  -.8059004340E-01  -.1664581476E-02  0.5600934674E-04  0.1443275309E-02
     207.0     20.422139      5.240672  -.1038265621E+00  -.8059339890E-01  -.1693241415E-02  0.2336059310E-04  0.1419874083E-02
     208.0     20.422139      5.156145  -.1051953649E+00  -.8059399260E-01  -.1721204491E-02  -.9305315189E-05  0.1397289161E-02
     209.0     20.422139      5.071618  -.1065502441E+00  -.8059182580E-01  -.1748505281E-02  -.4192153574E-04  0.1375709020E-02
     210.0     20.422139      4.987091  -.1078904200E+00  -.8058690560E-01  -.1775086857E-02  -.7442122478E-04  0.1355332031E-02
     211.0     20.422139      4.902564  -.1092151379E+00  -.8057924460E-01  -.1800875994E-02  -.1067381345E-03  0.1336314192E-02
     212.0     20.422139      4.818037  -.1105236677E+00  -.8056886110E-01  -.1825728919E-02  -.1388042365E-03  0.1318725990E-02
     213.0     20.422139      4.733510  -.1118153038E+00  -.8055577920E-01  -.1849730266E-02  -.1705532777E-03  0.1302607183E-02
     214.0     20.422139      4.648983  -.1130893657E+00  -.8054002840E-01  -.1873012749E-02  -.2019178210E-03  0.1288140716E-02
     215.0     20.422139      4.564456  -.1143451972E+00  -.8052164420E-01  -.1895324676E-02  -.2328304327E-03  0.1275474904E-02
